Rank,Name,Price,Market Cap,FDV,Ecosystem,Exchange
1355,BullPerks BLP,$0.026,$1.17 M,$7.82 M,"Ethereum, Polygon, BNB Chain",
1356,BlockchainSpace GUILD,$0.0025,$1.17 M,$2.58 M,,MEXC
1357,Ziktalk ZIK,$0.0025,$1.15 M,$3.21 M,,
1358,Decentraweb DWEB,$0.022,$1.14 M,$2.53 M,Ethereum,
1359,Antfarm Finance ATF,$0.1148,$1.13 M,$1.27 M,"Ethereum, Arbitrum, Polygon zkEVM",
1360,JulSwap JulD,$0.0018,$1.11 M,$1.37 M,"Ethereum, Polygon, BNB Chain, Avalanche, Arbitrum, Optimism, Fantom",CoinEx
1361,Elk Finance ELK,$0.081,$1.11 M,$3.82 M,"Ethereum, Polygon, BNB Chain, Avalanche, Arbitrum, Optimism, Fantom, Gnosis Chain, Harmony, Cronos, Fuse, Telos, IoTeX, Kava, Moonriver, KCC, HECO",BitMart
1362,Agave AGVE,$40.43,$1.12 M,$4.67 M,"BNB Chain, Gnosis Chain",
1363,Edu3Labs NFE,$0.011,$1.11 M,$10.51 M,BNB Chain,
1364,Bware Labs INFRA,$0.2538,$1.11 M,$25.39 M,,
1365,Perpy PRY,$0.0018,$1.1 M,$2.01 M,Arbitrum,
1366,Astra DAO ASTRADAO,$0.000000012,$1.11 M,$1.91 M,Ethereum,
1367,Fame AI FMC,$0.00042,$1.11 M,$5.09 M,,
1368,Planet AQUA,$12.35,$1.1 M,$984.03 K,BNB Chain,
1369,Kava Swap SWP,$0.0051,$1.11 M,$1.27 M,Kava,
1370,Interport Finance ITP,$0.1042,$1.09 M,$15.63 M,"Ethereum, Polygon, BNB Chain, Avalanche, Arbitrum, Optimism, Base, ZkSync, Linea, Fantom, Scroll, Polygon zkEVM, Blast, zkLink, opBNB",
1371,BSCStation BSCS,$0.0044,$1.1 M,$1.91 M,"BNB Chain, OKC",
1372,Arbitrove TROVE,$0.0036,$1.09 M,$3.72 M,Arbitrum,
1373,Revomon REVO,$0.033,$1.08 M,$1.67 M,"Ethereum, BNB Chain",Coinstore
1374,Fractal FCL,$0.0088,$1.08 M,$2.16 M,Polkadot,
1375,Polylastic POLX,$0.000013,$1.06 M,$1.36 M,Polygon,
1376,Integritee Network TEER,$0.2674,$1.06 M,$3.32 M,Polkadot,
1377,Bird.Money BIRD,$11.25,$1.04 M,$1.83 M,"Ethereum, BNB Chain, Solana",
1378,XY Finance XY,$0.034,$1.02 M,$3.35 M,"Ethereum, Polygon, BNB Chain, Avalanche, Arbitrum, Optimism, ZkSync, Linea, Fantom, Cronos, Klaytn, Polygon zkEVM, Astar, Moonriver, KCC, ThunderCore, Cube",QuickSwap
1378,Belt Finance BELT,$0.057,$1.02 M,$2.8 M,"BNB Chain, Klaytn, HECO",
1379,Cirus CIRUS,$0.0075,$1.02 M,$2.33 M,,
1381,StrongBlock STRONG,$2.46,$982.32 K,$1.31 M,"Ethereum, Polygon, Solana, Near, Reef, HECO",LATOKEN
1382,Nabox NABOX,$0.0000049,$1.02 M,$5.66 M,,
1383,WEB3WAR FPS,$0.05,$1.01 M,$7.53 M,Zilliqa,
1384,Fabwelt WELT,$0.0047,$1.02 M,$2.34 M,BNB Chain,"BingX, BitMart, Bitrue"
1385,Pillar PLR,$0.0038,$1.01 M,$3.65 M,,
1387,Elitium EUM,$0.035,$1 M,$11.95 M,,
1387,Comdex CMDX,$0.0055,$999.56 K,$1.77 M,Cosmos,
1388,Nifty League NFTL,$0.0014,$996.76 K,$1.43 M,Ethereum,
1389,XP.Network XPNET,$0.0017,$992.06 K,$1.79 M,"Ethereum, Polygon, BNB Chain, Solana, Avalanche, Near, Fantom, Gnosis Chain, Harmony, Aurora, Fuse, IoTeX, Tezos, Algorand, Cardano, Tron, MultiversX, Secret Network, Velas",LATOKEN
1390,Fear FEAR,$0.055,$988.38 K,$2.62 M,"Polygon, BNB Chain","XT.COM, LATOKEN, BingX, BitMart"
1391,Mande Network MAND,$0.099,$990.82 K,$11.1 M,Dymension,
1392,BiFi BIFI,$0.0017,$989.53 K,$1.8 M,"Bitcoin, Ethereum, BNB Chain, Avalanche, Arbitrum, Klaytn",
1394,Dexlab DXL,$0.0058,$973.12 K,$5.84 M,Solana,
1394,YAM YAM,$0.066,$976.72 K,$1.03 M,Ethereum,
1395,VIMworld VEED,$0.00017,$971.35 K,$17.45 M,BNB Chain,
1395,Sekuya SKYA,$0.0072,$970.63 K,$7.26 M,Immutable X,
1397,Heroes Chained HEC,$0.019,$966.61 K,$2.27 M,Avalanche,
1398,Restake Finance RSTK,$0.024,$938.62 K,$2.76 M,Ethereum,"Poloniex, CoinEx"
1399,ZeroLiquid ZERO,$0.1199,$933.31 K,$7.98 M,Ethereum,
1400,RepubliK RPK,$0.0046,$929.19 K,$13.94 M,,"BingX, CoinEx"
1401,Collab.Land COLLAB,$0.0037,$927.65 K,$3.82 M,,CoinEx
1402,InsurAce INSUR,$0.013,$926.52 K,$1.63 M,"Ethereum, Polygon, Avalanche",LATOKEN
1403,BaseSwap BSWAP,$0.1698,$922.81 K,$1.13 M,Base,
1404,TOP Network TOP,$0.00022,$916.9 K,$4.83 M,,
1405,NFTBooks NFTBS,$0.000000013,$889.91 K,$1.57 M,BNB Chain,
1406,Metavault MVD,$4.41,$912.29 K,$952.75 K,"Ethereum, Arbitrum",Camelot
1407,Revenant GAMEFI,$0.5192,$902.96 K,$1.63 M,Metis,
1408,NAOS Finance NAOS,$0.01,$899.52 K,$2.48 M,"Ethereum, BNB Chain",
1409,Realm REALM,$0.00094,$886.22 K,$967.67 K,,
1410,Megaton Finance MEGA,$0.05,$873.68 K,$5.08 M,TON,
1411,Acria.AI ACRIA,$0.0077,$872.33 K,$1.1 M,,
1412,Pendulum PEN,$0.026,$868.61 K,$4.27 M,Polkadot,
1413,Hypersign HID,$0.025,$867.44 K,$1.45 M,"Ethereum, Polygon","Gate.io, QuickSwap"
1414,ROOK ROOK,$1.14,$865.56 K,$1.49 M,Ethereum,
1415,PEAKDEFI PEAK,$0.00051,$857.33 K,$1.26 M,BNB Chain,
1416,Dechat DECHAT,$0.2326,$863.41 K,$6.27 M,,
1416,Suterusu SUTER,$0.00022,$841.27 K,$2.26 M,"Ethereum, Polygon, BNB Chain, Fantom",KuCoin
1418,ZYX Network ZYX,$0.0068,$848.43 K,$1.52 M,,
1419,Zenlink ZLK,$0.015,$842.65 K,$1.13 M,"Astar, Moonriver, Moonbeam",
1420,Bitune TUNE,$0.025,$843.04 K,$3.5 M,Bitcoin,
1421,Silent Notary UBSN,$0.000005,$812.56 K,$1.02 M,,
1422,WaykiChain WICC,$0.0039,$830.21 K,$826.18 K,,
1424,Maps.me MAPS,$0.011,$841.74 K,$112.69 M,Solana,"Raydium, Jupiter, LATOKEN"
1424,Exactly Protocol EXA,$1.04,$840.81 K,$10.42 M,"Ethereum, Optimism",
1425,TitanSwap TITAN,$0.0011,$838.59 K,$1.41 M,"Ethereum, BNB Chain",
1426,SparkPoint SRK,$0.000075,$834.79 K,$986.35 K,"Ethereum, BNB Chain",
1427,Teritori TORI,$0.0026,$823.67 K,$1.96 M,Cosmos,
1428,Mizar MZR,$0.00014,$817.9 K,$1.6 M,,
1429,Equation EQU,$3.36,$802.33 K,$5.51 M,Arbitrum,BingX
1429,Web3Games WGT,$0.002,$770.83 K,$2.08 M,Polygon,
1429,Tadpole Finance NUSA,$9.49,$805.36 K,$1.11 M,BNB Chain,
1431,Eldarune ELDA,$0.0048,$799.1 K,$2.89 M,,
1432,BanklessDAO BANK,$0.00096,$796.24 K,$974.59 K,Ethereum,SushiSwap
1433,Nation3 NATION,$42.12,$793.45 K,$2.09 M,Ethereum,
1434,Changer CNG,$0.018,$793.14 K,$3.73 M,,
1436,DAFI Protocol DAFI,$0.0013,$774.26 K,$4 M,"Ethereum, Polygon, BNB Chain",Bilaxy
1436,Tethys Finance TETHYS,$0.072,$771.28 K,$1.01 M,Metis,
1438,Hakka Finance HAKKA,$0.0026,$772.82 K,$1.61 M,"Ethereum, Polygon, BNB Chain, Fantom",
1439,AssetMantle MNTL,$0.00048,$767.64 K,$783.64 K,Cosmos,
1441,Odin Protocol ODIN,$0.027,$754.51 K,$3.05 M,Cosmos,Osmosis
1441,Oddz ODDZ,$0.0085,$765.99 K,$998.33 K,"Ethereum, Polygon, BNB Chain, Avalanche",
1442,MetaDOS SECOND,$0.00071,$761.8 K,$7.19 M,Avalanche,CoinEx
1443,Alltoscan ATS,$0.1203,$766.92 K,$12.03 M,"Avalanche, opBNB",
1444,Mummy Finance MMY,$0.2225,$744.22 K,$920.3 K,"Base, Fantom",
1446,Plastiks PLASTIK,$0.0047,$736.54 K,$5.6 M,"BNB Chain, Celo",
1446,StellaSwap STELLA,$0.015,$743.05 K,$917.18 K,Moonbeam,
1447,Tutellus TUT,$0.015,$729.76 K,$4.57 M,,
1450,SmartCredit SMARTCREDIT,$0.353,$728.68 K,$8.82 M,Ethereum,
1450,OptionRoom ROOM,$0.064,$804.11 K,$72.64 K,BNB Chain,
1451,Polychain Monsters PMON,$0.1232,$681.57 K,$1.86 M,"Ethereum, Polygon, BNB Chain, Solana",
1451,PlotX PLOT,$0.0068,$712.98 K,$1.48 M,"Ethereum, Polygon",
1453,Arcade ARC,$0.037,$689.39 K,$29.71 M,"Ethereum, Avalanche","KuCoin, Uniswap"
1453,EpiK Protocol AIEPK,$0.0046,$717.06 K,$2.57 M,,
1454,DexToro DTORO,$0.228,$695.8 K,$7.34 M,Optimism,
1455,SteakHut STEAK,$0.3338,$697.05 K,$1.76 M,Avalanche,
1456,Libre LIBRE,$0.00028,$693.93 K,$815.82 K,,
1457,Sonne Finance SONNE,$0.0085,$688.6 K,$882.64 K,"Optimism, Base",MEXC
1458,Hyve HYVE,$0.011,$681.53 K,$1.5 M,,
1459,Spores Network SPO,$0.00064,$678.32 K,$3.51 M,"Ethereum, BNB Chain",Gate.io
1460,Tokenclub TCT,$0.0011,$678 K,$1.07 M,,
1461,AKI Network AKI,$0.0051,$675.75 K,$10.37 M,Polygon,
1464,BlackPool BPT,$0.047,$668.8 K,$2.67 M,Polygon,
1465,GRO Protocol GRO,$0.033,$669.7 K,$1.56 M,"Ethereum, Avalanche",
1466,Fringe Finance FRIN,$0.00066,$666.04 K,$835.65 K,Ethereum,
1467,Shockwaves NEUROS,$0.017,$631.88 K,$2.5 M,,
1467,Swarm Network SWM,$0.0084,$668.2 K,$967.3 K,"Ethereum, Gnosis Chain",HitBTC
1468,Blocto BLT,$0.0026,$633.06 K,$1.82 M,"Ethereum, Polygon, BNB Chain, Solana, Avalanche, Aptos, Flow, Tron",
1469,ArthSwap ARSW,$0.00066,$660.22 K,$809.87 K,Astar,
1470,Proteo DeFi PROTEO,$0.082,$650.17 K,$1.18 M,MultiversX,
1471,DePlan DPLN,$0.2174,$653.47 K,$24.71 M,Solana,
1471,BlockWallet BLANK,$0.016,$670.59 K,$2.49 M,,Bilaxy
1472,Xena Finance XEN,$0.00078,$628.89 K,$1.15 M,Base,
1473,Cropper CRP,$0.0038,$620.73 K,$2.33 M,Solana,
1474,5ire 5IRE,$0.014,$618.11 K,$22.06 M,,BingX
1475,Heroes of NFT HON,$0.0082,$617.99 K,$1.96 M,Avalanche,
1476,Etica ETI,$0.1527,$617.12 K,$644.8 K,,
1477,Syncus SYNC,$0.00014,$610.92 K,$767.8 K,ZkSync,
1478,Talis Protocol TALIS,$0.0021,$608.26 K,$2.41 M,"Juno, Terra Classic, Injective",
1479,Conic Finance CNC,$0.141,$608.04 K,$1.01 M,Ethereum,
1480,Plasma Finance PPAY,$0.00063,$606.89 K,$725.34 K,"Ethereum, Polygon, BNB Chain, Avalanche, Optimism, Fantom, Celo, EthereumPoW",
1482,Charged Particles IONX,$0.0075,$605.24 K,$899.93 K,Ethereum,
1482,Tranche Finance SLICE,$0.034,$598.17 K,$748.33 K,Ethereum,
1483,Hypr HYPR,$0.0059,$593.14 K,$593.14 K,Ethereum,
1484,ENKI ENKI,$3.95,$593.02 K,$48.48 M,Metis,
1485,YOUR Protocol YOURAI,$0.012,$582.77 K,$16.18 M,,
1487,Revolve Games RPG,$0.0082,$586.69 K,$951.65 K,BNB Chain,
1487,YFDAI FINANCE YF-DAI,$28.57,$588.3 K,$665.72 K,"Ethereum, Polygon",Bilaxy
1488,Hunny Finance HUNNY,$0.0076,$579.81 K,$836.02 K,BNB Chain,
1490,Ledgity LDY,$0.038,$580.65 K,$3.29 M,"Arbitrum, Linea",
1490,pNetwork PNT,$0.0066,$581.12 K,$658.27 K,"Ethereum, Polygon, BNB Chain, Avalanche, Arbitrum, Gnosis Chain, EOS, Tezos, Algorand, Litecoin",BingX
1491,Gora Network GORA,$0.088,$571.05 K,$419.3 K,Algorand,BingX
1492,Rivus DAO RIVUS,$0.0023,$568.86 K,$2.74 M,Bittensor,
1493,Blockchain Monster Hunt BCMC,$0.0023,$565.86 K,$2.74 M,"Ethereum, Polygon, BNB Chain, Avalanche, Moonbeam",
1494,O3 Swap O3,$0.015,$567 K,$766.14 K,"Ethereum, Polygon, BNB Chain, Avalanche, Arbitrum, Optimism, Fantom, Gnosis Chain, Celo, Metis, Astar, KCC, Cube, Bitgert, NEO, ZkSync, (soon)",CoinEx
1495,FaraLand FARA,$0.013,$565.06 K,$1.03 M,BNB Chain,
1496,Scaleswap SCA,$0.022,$550.37 K,$631.28 K,"Polygon, BNB Chain, Fantom, Harmony",
1497,Bowled BWLD,$0.0074,$551.73 K,$3.77 M,BNB Chain,
1498,OneLedger OLT,$0.0012,$549.86 K,$2.12 M,,
1499,ShredN SHRED,$0.9153,$549.19 K,$91.5 M,Ethereum,
1500,OpenDAO SOS,$0.000000013,$542.61 K,$1.53 M,Ethereum,
1501,Castle of Blackwater COBE,$0.072,$541.41 K,$8.79 M,,"MEXC, Gate.io"
1502,PUML PUMLX,$0.0043,$536.25 K,$2.19 M,Ethereum,
1503,88mph MPH,$0.3672,$468.96 K,$698.15 K,"Ethereum, Polygon, Avalanche, Fantom",SushiSwap
1504,MoonEdge MOONED,$0.0039,$531.66 K,$1.1 M,Polygon,
1504,Smoothy SMTY,$0.0058,$533.22 K,$698.25 K,"Ethereum, BNB Chain",
1506,Akropolis AKRO,$0.0051,$520.39 K,$26.45 M,"Ethereum, BNB Chain, Arbitrum",
1506,Starcoin STC,$0.0016,$531.59 K,$740.13 K,,CoinEx
1508,UniX Gaming UNIX,$0.0018,$519.56 K,$2.32 M,Ethereum,
1509,Beamswap GLINT,$0.00029,$525 K,$1.02 M,Moonbeam,
1510,Lyra LYRA,$0.00082,$511.65 K,$969.71 K,"Arbitrum, Optimism",
1511,ZELIX ZELIX,$0.000089,$507.64 K,$942.03 K,Ethereum,
1513,KlubCoin KLUB,$0.0027,$476.29 K,$4.22 M,Ethereum,KuCoin
1513,Flashstake FLASH,$0.0065,$499.99 K,$975.41 K,Ethereum,
1514,Fluid Finance FLUID,$0.061,$490.2 K,$701.54 K,,
1515,RealFevr FEVR,$0.000038,$495.58 K,$366.34 K,BNB Chain,
1516,Morphex MPX,$0.022,$489.04 K,$1.22 M,"BNB Chain, Fantom",
1517,Arcade ARCD,$0.039,$478.59 K,$4.84 M,Ethereum,
1518,Goons of Balatroon GOB,$0.00088,$478.05 K,$664.75 K,"Polygon, (soon)",
1519,SuperLauncher LAUNCH,$0.1002,$477.68 K,$1.49 M,"Ethereum, Polygon, BNB Chain, Avalanche, Arbitrum, Optimism, ZkSync, Fantom, Gnosis Chain, Celo, Aurora, Cronos, Klaytn, Evmos, Astar, Moonbeam, Milkomeda, KCC, HECO, Fusion",
1520,MetaBrands MAGE,$0.032,$473.17 K,$2.93 M,Ethereum,
1521,Arken Finance ARKEN,$0.0006,$459.59 K,$6.34 M,"Ethereum, Polygon, BNB Chain, Avalanche, Arbitrum, Fantom, Aurora, REI Network",
1522,DEIN.fi BMI,$0.0071,$460.14 K,$1.11 M,"Ethereum, Polygon",
1523,Buffer Finance BFR,$0.014,$455.78 K,$1.59 M,"BNB Chain, Avalanche, Arbitrum, Aurora",
1524,Pollen DeFi PLN,$0.005,$452.79 K,$601.03 K,Avalanche,
1525,GYSR GYSR,$0.047,$452.88 K,$505.98 K,"Ethereum, Polygon, Optimism",
1526,Unbound Finance UNB,$0.00045,$445.72 K,$4.61 M,"Ethereum, Polygon, BNB Chain, Avalanche, Arbitrum, Fantom",
1527,Spartan SPARTA,$0.0049,$445.92 K,$585.35 K,BNB Chain,
1528,Aurigami PLY,$0.00011,$441.76 K,$1.13 M,Aurora,
1529,Corite CO,$0.002,$439.06 K,$2.2 M,BNB Chain,
1530,Cleopatra CLEO,$26.82,$440.74 K,$3.01 M,Mantle,
1531,Polker PKR,$0.00079,$439.57 K,$1.09 M,,
1532,Coreto COR,$0.001,$434.77 K,$526.21 K,Near,
1533,Plant vs Undead PVU,$0.0015,$432.29 K,$441.71 K,,
1534,TrustFi TFI,$0.0094,$426.4 K,$1.09 M,BNB Chain,
1535,LABS Group LABS,$0.00019,$420.74 K,$2.1 M,,
1536,Caduceus CMP,$0.0022,$425.75 K,$1.94 M,,
1537,Cosmic Universe MAGICK,$0.0066,$423.45 K,$501.11 K,Avalanche,
1538,Galaxy Fight Club GCOIN,$0.0052,$420.41 K,$939.45 K,Polygon,
1539,Lodestar Finance LODE,$0.037,$415.98 K,$825.33 K,Arbitrum,
1540,Second World Games SWIO,$0.1084,$416.33 K,$15.78 M,,
1541,APY.vision VISION,$0.2699,$415.58 K,$539.11 K,"Ethereum, Polygon, Avalanche, Arbitrum, Optimism, Fantom, Gnosis Chain, Celo, Harmony",
1542,Rainmaker Games RAIN,$0.00093,$414.05 K,$941.01 K,BNB Chain,
1543,KingdomX KT,$0.0013,$410.11 K,$1.33 M,BNB Chain,
1544,Kalmar KALM,$0.047,$406.99 K,$553.21 K,BNB Chain,
1545,Alvara ALVA,$0.094,$405.89 K,$26.71 M,,"MEXC, Bilaxy"
1546,Curate XCUR,$0.0081,$405.92 K,$547.17 K,"Ethereum, Polygon, BNB Chain, Solana, Avalanche, SKALE, Algorand, Reef",
1547,Yield App YLD,$0.0015,$404.57 K,$458.14 K,,
1548,Monsterra MSTR,$0.031,$401 K,$3.22 M,"BNB Chain, Avalanche, OKC",
1549,FODL FODL,$0.001,$398.72 K,$1.13 M,Ethereum,
1550,Unicly UNIC,$0.6704,$398.73 K,$399.77 K,Ethereum,
1551,Props PROPS,$0.0014,$395.07 K,$1.08 M,Algorand,
1552,Nyxia AI NYXC,$0.039,$393.31 K,$504.12 K,Solana,
1553,OrdBridge BRGE,$0.0037,$398.55 K,$1.1 M,"Bitcoin, Ethereum",
1554,Vendetta VDT,$0.031,$393.84 K,$3.06 M,Polygon,
1555,Autobahn Network TXL,$0.003,$384.53 K,$1.94 M,BNB Chain,
1555,Position Exchange POSI,$0.0062,$379.85 K,$1.86 M,BNB Chain,
1557,ChainPort PORTX,$0.0022,$378.68 K,$1.51 M,"Ethereum, Polygon, BNB Chain, Avalanche, Fantom, Aurora, Fuse, Moonriver, Dogechain",
1558,MetaFighter MF,$0.00045,$376.49 K,$718.71 K,,
1559,Equilibria EQB,$0.0061,$375.66 K,$513.34 K,"Ethereum, BNB Chain, Arbitrum",
1560,OIN Finance OIN,$0.019,$372.81 K,$2.25 M,"Ethereum, Near, Harmony",
1561,ZigZag ZZ,$0.0058,$372.46 K,$723.87 K,ZkSync,
1562,SEED Network SEED,$0.018,$371.94 K,$598.85 K,,
1563,Hiveswap HIVP,$0.005,$371.53 K,$12.37 M,Map Protocol,
1563,RioDeFi RFUEL,$0.0016,$360.39 K,$609.43 K,,
1564,Monsta Infinite MONI,$0.01,$368.98 K,$3.2 M,BNB Chain,AscendEX
1566,Earn Network EARN,$0.00061,$369.49 K,$6.87 M,"Ethereum, BNB Chain, Cronos, Polygon, (soon), Avalanche, (soon)",
1567,MetaSoccer MSU,$0.0021,$366.93 K,$1.12 M,Polygon,
1569,PieDAO DOUGH,$0.017,$363.08 K,$1.95 M,Ethereum,
1569,Freeway FWT,$0.000053,$364.11 K,$547.38 K,,
1570,Rockswap ROCK,$0.038,$362.91 K,$395.16 K,,
1571,RIZON ATOLO,$0.00015,$359.58 K,$370.38 K,Cosmos,ProBit
1572,ACENT ACE,$0.0029,$353.42 K,$5.9 M,,
1572,Jur JUR,$0.0013,$355.61 K,$1.35 M,"Polkadot, (soon)",
1573,Valas Finance VALAS,$0.000098,$354.83 K,$486.88 K,BNB Chain,
1574,Trisolaris TRI,$0.0013,$348.06 K,$661.13 K,"BNB Chain, Aurora",
1576,CryptoBlades SKILL,$0.341,$340.45 K,$386.76 K,"Polygon, BNB Chain, SKALE, Aurora, OKC, HECO",
1577,Pad.Fi PAD,$0.01,$334.21 K,$1.69 M,Aurora,
1579,Voltage Finance VOLT,$0.00009,$338.09 K,$757.36 K,Fuse,MEXC
1579,SYNC Network SYNC,$0.002,$339.05 K,$496.5 K,Ethereum,Bilaxy
1580,Drep DREP,$0.0057,$328.11 K,$759.92 K,,
1582,PlutusDAO PLS,$0.029,$324.5 K,$3.15 M,Arbitrum,
1582,Build Finance BUILD,$0.000033,$325.33 K,$502.41 K,Ethereum,
1583,LiquidLayer LILA,$0.038,$318.21 K,$453.84 K,,Bilaxy
1584,Shirtum SHI,$0.0014,$317.39 K,$1.34 M,Ethereum,Gate.io
1584,MoonStarter MNST,$0.0026,$318.33 K,$583.3 K,"Polygon, BNB Chain, Solana, Metis, Oasis",
1586,Stox TOX,$0.006,$312.84 K,$377.39 K,,Gate.io
1587,Moola Market MOO,$0.0042,$312 K,$478.52 K,Celo,
1588,ShopNext NEXT,$0.005,$311.68 K,$557.54 K,BNB Chain,
1589,Nitro Network NCASH,$0.0001,$311.81 K,$955.53 K,Avalanche,
1590,Refereum RFR,$0.000061,$300.96 K,$352.24 K,,
1591,Chronicle XNL,$0.0062,$300.64 K,$911.49 K,,
1592,PsyFi PSY,$0.00075,$298.65 K,$754.59 K,Solana,"Gate.io, Raydium, Orca, Jupiter"
1593,Voxel X Network VXL,$0.0011,$296.4 K,$623.07 K,,
1594,Minds MINDS,$0.033,$293.35 K,$8.35 M,,
1595,Sector Finance SECT,$0.03,$289.19 K,$3.46 M,"Arbitrum, Optimism, Moonriver",Camelot
1595,Ruby Protocol RUBY,$0.0027,$233.27 K,$3.05 M,"Ethereum, BNB Chain, Arbitrum, Optimism, Polkadot",
1596,finance.vote FVT,$0.0014,$287.11 K,$1.5 M,"Ethereum, BNB Chain","QuickSwap, SushiSwap"
1597,GamesPad GMPD,$0.0045,$286.67 K,$2.27 M,"Ethereum, Polygon, BNB Chain, Avalanche","HTX, MEXC, Gate.io"
1598,Lootex LOOT,$0.022,$287.91 K,$2.48 M,"Ethereum, Polygon, BNB Chain, Avalanche, Mantle",BingX
1599,Integral ITGR,$0.0034,$285.1 K,$1.02 M,Ethereum,
1600,Blueshift BLUES,$0.0076,$274.71 K,$932.03 K,"Polygon, Kava, Cardano, Milkomeda, BOB",
1601,Raiden Network RDN,$0.0055,$283.48 K,$705.47 K,Arbitrum,
1602,Forest Knight KNIGHT,$0.013,$282.07 K,$1.62 M,Polygon,
1603,Dev Protocol DEV,$0.1136,$276.87 K,$1.18 M,Ethereum,
1603,Museum of Crypto Art MOCA,$0.1066,$279.23 K,$1.16 M,Ethereum,
1605,Hummus Exchange HUM,$0.002,$266.6 K,$843.01 K,Metis,
1606,ZilSwap ZWAP,$0.3344,$267.43 K,$404.62 K,Zilliqa,
1607,Achain ACT,$0.00024,$212.16 K,$284.78 K,,
1608,WYND WYND,$0.0025,$261.48 K,$322.32 K,Juno,
1609,Ubiq UBQ,$0.0054,$259.58 K,$185.43 K,,QuickSwap
1610,YF Link YFL,$5.49,$259.03 K,$314.39 K,Ethereum,
1612,Pacoca PACOCA,$0.00052,$254.86 K,$284.33 K,BNB Chain,
1613,Swapr SWPR,$0.0064,$256.83 K,$696.85 K,"Ethereum, Polygon, BNB Chain, Arbitrum, Optimism, ZkSync, Gnosis Chain",
1613,Ftribe Fighters F2C,$0.00033,$252.37 K,$334.8 K,BNB Chain,Gate.io
1614,Bogged BOG,$0.017,$248.35 K,$300.69 K,"Polygon, Avalanche, Fantom, Cronos, KCC, HECO",
1615,Nebulas NAS,$0.0054,$246.2 K,$637.13 K,,
1617,Raft RAFT,$0.00041,$243.48 K,$1.21 M,Ethereum,Gate.io
1617,WanSwap Dex WASP,$0.0011,$243.26 K,$292.37 K,Wanchain,
1619,Furucombo COMBO,$0.005,$239.72 K,$631.88 K,"Ethereum, Polygon, Avalanche, Arbitrum, Optimism, Metis",CoinEx
1620,Napoleon X NPX,$0.0093,$236.25 K,$277.94 K,BNB Chain,
1621,Wizardia WZRD,$0.0022,$233.46 K,$756.92 K,,
1621,Cap CAP,$2.33,$232.85 K,$3.06 K,"Arbitrum, Base",
1623,NFTrade NFTD,$0.0049,$230.88 K,$706.14 K,"Ethereum, Polygon, BNB Chain, Avalanche, Immutable X, SKALE, Moonbeam, Palm, XRP Ledger, Mantle, (testnet)",
1624,Cook Finance COOK,$0.00011,$230.2 K,$1.34 M,"Ethereum, BNB Chain, Avalanche, OKC, HECO",
1625,Helmet HELMET,$0.0053,$228.86 K,$587.56 K,"Polygon, BNB Chain",
1626,Aldrin RIN,$0.018,$229.21 K,$1.59 M,Solana,
1627,OliveX DOSE,$0.00026,$227.84 K,$1.33 M,Base,"XT.COM, LATOKEN, BingX"
1628,Petals PTS,$0.000016,$227.49 K,$1.61 M,BNB Chain,
1629,PlayMining DEP,$0.0014,$227.61 K,$232.74 K,,
1630,Comb Finance COMB,$2.01,$225.3 K,$697.87 K,Fantom,
1630,Autonio NIOX,$0.0013,$225.31 K,$453.33 K,Ethereum,
1632,Solarbeam SOLAR,$0.0078,$216.7 K,$392.93 K,"Moonriver, Moonbeam",
1633,Mars Ecosystem XMS,$0.00032,$219.32 K,$510.57 K,,
1634,Sarcophagus SARCO,$0.045,$217.92 K,$4.92 M,,
1635,FilDA FilDA,$0.0011,$215.91 K,$557.88 K,"Polygon, BNB Chain, Arbitrum, IoTeX, Kava, HECO, BitTorrent, REI Network",
1636,TruePNL PNL,$0.019,$215.41 K,$296.17 K,"Ethereum, BNB Chain",
1636,X Marketplace X,$0.00000022,$214.44 K,$246.28 K,"Ethereum, Fantom",
1638,PintSwap PINT,$0.0013,$214.73 K,$1.32 M,Ethereum,
1639,Mist MIST,$0.0037,$213.27 K,$4.3 M,Ethereum,
1640,CherrySwap CHE,$0.0098,$212.08 K,$491.05 K,"ZkSync, OKC",
1641,Desmos Network DSM,$0.0024,$208.35 K,$466.37 K,Cosmos,Osmosis
1642,Swingby SWINGBY,$0.00046,$207.33 K,$222 K,"Ethereum, BNB Chain, Tron",
1643,delta.theta DLTA,$0.002,$207.91 K,$207.91 K,"Ethereum, Polygon, BNB Chain",
1644,Phuture Finance PHTR,$0.0034,$207.44 K,$313.78 K,"Ethereum, Avalanche","Gate.io, SushiSwap"
1646,EnterDAO ENTR,$0.0067,$206.92 K,$616.48 K,Ethereum,
1646,Finblox FBX,$0.000046,$207.32 K,$514.04 K,,"MEXC, Gate.io"
1647,LSDx Finance LSD,$0.0037,$204.96 K,$2 M,Ethereum,MEXC
1648,GenomesDAO $GENE,$0.00075,$204.15 K,$824.07 K,,
1649,Metarun MRUN,$0.00057,$202.72 K,$675.76 K,"BNB Chain, (soon)",
1650,Unido EP UDO,$0.0025,$205.12 K,$332.89 K,,Gate.io
1651,Atlas ATS,$0.0032,$198.72 K,$1.04 M,Solana,Gate.io
1652,Knit Finance KFT,$0.0036,$197.72 K,$381.18 K,"Ethereum, Polygon, BNB Chain, Fantom, Kava, Algorand, Bitgert",
1653,Callisto Network CLO,$0.000059,$196.92 K,$197.31 K,,HitBTC
