Name,Tag,Ecology,Hyperlink
BOOM UP,Gaming,None,https://www.rootdata.com/Projects/detail/BOOM%20UP?k=MTI0MDM%3D
NOVA Real Chain,Infra、Layer2、RWA,Ethereum,https://www.rootdata.com/Projects/detail/NOVA%20Real%20Chain?k=MTIzODg%3D
Asia Blockchain Gaming Alliance,Community,None,https://www.rootdata.com/Projects/detail/Asia%20Blockchain%20Gaming%20Alliance?k=MTIzNjU%3D
Triton,Infra,"Solana, Sui",https://www.rootdata.com/Projects/detail/%20Triton%20?k=MTIzNDk%3D
Karpatkey,DAO Solutions,None,https://www.rootdata.com/Projects/detail/Karpatkey?k=MTIzMDc%3D
Kurobi,Social、SocialFi,None,https://www.rootdata.com/Projects/detail/Kurobi?k=MTIyOTc%3D
Capsid,NFT、NFT marketplace,None,https://www.rootdata.com/Projects/detail/Capsid?k=MTIyNzE%3D
Earth Wallet,Infra、Wallet,None,https://www.rootdata.com/Projects/detail/Earth%20Wallet?k=MTIyNjY%3D
Moku,Gaming、Game Platforms,None,https://www.rootdata.com/Projects/detail/Moku?k=MTIyNTg%3D
Node Guardians,Crypto Education,None,https://www.rootdata.com/Projects/detail/Node%20Guardians?k=MTIyMzE%3D
NiftyKit,NFT、NFT solutions,Base,https://www.rootdata.com/Projects/detail/NiftyKit?k=MTIyMjk%3D
StarterBUIDL,DeFi、Launchpad,"Ethereum, Polygon, BNB Chain",https://www.rootdata.com/Projects/detail/Starter?k=MTIyMTk%3D
XRADERSXR,Tools,BNB Chain,https://www.rootdata.com/Projects/detail/XRADERS?k=MTIxOTI%3D
Another World,Gaming、Metaverse,Klaytn,https://www.rootdata.com/Projects/detail/Another%20World%20?k=MTIxODc%3D
Anti Capital,CeFi、Quantitative Trading、Market Makers,None,https://www.rootdata.com/Projects/detail/Anti%20Capital?k=MTIxNzM%3D
DELTAFi,DeFi、Derivatives、 Onchain Fund,WEMIX,https://www.rootdata.com/Projects/detail/DELTAFi?k=MTIxNjc%3D
GYRIS,Gaming,None,https://www.rootdata.com/Projects/detail/GYRIS?k=MTIxNjU%3D
OSISOSIS,DeFi,Polygon,https://www.rootdata.com/Projects/detail/OSIS?k=MTIxNjQ%3D
FxWallet,Infra、Wallet,None,https://www.rootdata.com/Projects/detail/FxWallet?k=MTIxNjM%3D
Cipherem,Infra、Layer1、zk、Parallel EVM,None,https://www.rootdata.com/Projects/detail/Cipherem?k=MTIxNTQ%3D
TrustPadTPAD,DeFi、Launchpad,"Ethereum, Polygon, BNB Chain",https://www.rootdata.com/Projects/detail/TrustPad?k=MTIxNDk%3D
Orbaic,Infra、Layer1,None,https://www.rootdata.com/Projects/detail/Orbaic?k=MTIxMzY%3D
Trustless Labs,Crypto Consulting、Research Organization,None,https://www.rootdata.com/Projects/detail/Trustless%20Labs?k=MTIxMjQ%3D
Radom,Infra、Payments,"Bitcoin, Ethereum, Polygon",https://www.rootdata.com/Projects/detail/Radom?k=MTIxMjI%3D
Pluto,NFT、NFT solutions,Ethereum,https://www.rootdata.com/Projects/detail/Pluto?k=MTIxMjE%3D
Layer-E,NFT、NFT solutions,None,https://www.rootdata.com/Projects/detail/Layer-E?k=MTIxMjA%3D
Turingbitchain,Infra、Layer1、PoW,None,https://www.rootdata.com/Projects/detail/Turingbitchain?k=MTIxMTk%3D
LookIntoBitcoin,Tools、Data & Analysis,None,https://www.rootdata.com/Projects/detail/LookIntoBitcoin?k=MTIxMDU%3D
MXS Games,Gaming、Game Platforms,None,https://www.rootdata.com/Projects/detail/MXS%20Games?k=MTIwOTA%3D
Metana,Crypto Education,None,https://www.rootdata.com/Projects/detail/Metana?k=MTIwODU%3D
Reya Network,Infra、Layer2、Modular,Ethereum,https://www.rootdata.com/Projects/detail/Reya%20Network?k=MTIwNzI%3D
DevelocityDEVE,DeFi,None,https://www.rootdata.com/Projects/detail/Develocity?k=MTIwNjM%3D
Flooz,Tools、Data & Analysis,"Ethereum, Polygon, BNB Chain",https://www.rootdata.com/Projects/detail/Flooz?k=MTIwNDg%3D
Earth From Another Sun,Gaming,Solana,https://www.rootdata.com/Projects/detail/Earth%20From%20Another%20Sun?k=MTIwNDM%3D
NFTFN,NFT、NFTFi、NFT Derivatives,"Ethereum, Polygon",https://www.rootdata.com/Projects/detail/NFTFN?k=MTIwMjg%3D
Paragen,DeFi、Launchpad,None,https://www.rootdata.com/Projects/detail/Paragen?k=MTIwMTA%3D
PaintSwap,NFT、NFT marketplace,"Polygon, Arbitrum, Fantom",https://www.rootdata.com/Projects/detail/PaintSwap?k=MTIwMDc%3D
Waymont,Infra、Wallet,None,https://www.rootdata.com/Projects/detail/Waymont?k=MTIwMDU%3D
Metaverse HQ,Community,None,https://www.rootdata.com/Projects/detail/Metaverse%20HQ?k=MTIwMDE%3D
PolkaCipherCPHR,Infra、Oracle,Polkadot,https://www.rootdata.com/Projects/detail/PolkaCipher?k=MTE5ODY%3D
Arcad3,Gaming、Game Platforms,Tezos,https://www.rootdata.com/Projects/detail/Arcad3?k=MTE5MzM%3D
AxoAXO,DeFi、DEX,Cardano,https://www.rootdata.com/Projects/detail/Axo?k=MTE5MzI%3D
LittleMami LMC,NFT、Metaverse,Ethereum,https://www.rootdata.com/Projects/detail/LittleMami?k=MTE5MzE%3D
CatgirlCATGIRL,NFT,BNB Chain,https://www.rootdata.com/Projects/detail/Catgirl?k=MTE5Mjc%3D
NMKRNMKR,NFT、NFT solutions,Cardano,https://www.rootdata.com/Projects/detail/NMKR?k=MTE5MjI%3D
MaxityMAX,Charity,"Ethereum, Polygon",https://www.rootdata.com/Projects/detail/Maxity?k=MTE5MDY%3D
TARS Protocol,AI,None,https://www.rootdata.com/Projects/detail/TARS%20Protocol?k=MTE4OTk%3D
GNUS.ai,Infra、Cloud Computing,None,https://www.rootdata.com/Projects/detail/GNUS.ai?k=MTE4OTg%3D
BANTgo,Environmental Solutions,None,https://www.rootdata.com/Projects/detail/BANTgo?k=MTE4OTU%3D
Korea Digital Asset,CeFi、Custody,None,https://www.rootdata.com/Projects/detail/Korea%20Digital%20Asset%20?k=MTE4ODg%3D
Atrium,Creator Economy,None,https://www.rootdata.com/Projects/detail/Atrium?k=MTE4Nzk%3D
Aiax Network,Infra、Layer1,None,https://www.rootdata.com/Projects/detail/Aiax%20Network?k=MTE4NDk%3D
Stability,DeFi、Yield aggregator,Polygon,https://www.rootdata.com/Projects/detail/Stability?k=MTE4NDM%3D
ClearToken,CeFi、CeFi Solutions,None,https://www.rootdata.com/Projects/detail/ClearToken?k=MTE4MjM%3D
vana,Social、AI,None,https://www.rootdata.com/Projects/detail/vana?k=MTE4MjA%3D
Tealstreet,Tools、Trading robot,None,https://www.rootdata.com/Projects/detail/Tealstreet?k=MTE4MTU%3D
MILCMLT,Entertainment,BNB Chain,https://www.rootdata.com/Projects/detail/MILC?k=MTE4MDQ%3D
Skyrim Finance,DeFi、Derivatives、DOV,"Ethereum, Polygon, BNB Chain",https://www.rootdata.com/Projects/detail/Skyrim%20Finance?k=MTE4MDI%3D
Acme,DeFi、Intent,"Ethereum, Polygon, BNB Chain",https://www.rootdata.com/Projects/detail/Acme?k=MTE3OTY%3D
Lost Worlds,NFT,Avalanche,https://www.rootdata.com/Projects/detail/Lost%20Worlds?k=MTE3NzU%3D
Solidus Ai TechAITECH,Infra、AI,BNB Chain,https://www.rootdata.com/Projects/detail/Solidus%20Ai%20Tech?k=MTE3NjU%3D
PixlversePIXL,Gaming、Metaverse,Ethereum,https://www.rootdata.com/Projects/detail/Pixlverse?k=MTE3NjM%3D
Metars GenesisMRS,NFT、AIGC、AI,BNB Chain,https://www.rootdata.com/Projects/detail/Metars%20Genesis?k=MTE3NjI%3D
Roam,IOT、DePIN、Decentralized Wireless,None,https://www.rootdata.com/Projects/detail/Roam?k=MTE3MzY%3D
Matrica,Social、Community Platform,Solana,https://www.rootdata.com/Projects/detail/Matrica?k=MTE3MTk%3D
BitCraft,Gaming,None,https://www.rootdata.com/Projects/detail/BitCraft?k=MTE3MDU%3D
Africarare UbuntuUBU,Metaverse,None,https://www.rootdata.com/Projects/detail/Africarare%20Ubuntu?k=MTE2ODE%3D
SoPad,Launchpad,None,https://www.rootdata.com/Projects/detail/SoPad?k=MTE2NzI%3D
YOUR ProtocolYOURAI,AI、E-commerce,None,https://www.rootdata.com/Projects/detail/YOUR%20Protocol?k=MTE2Njc%3D
UD Blockchain,Technology Solutions、Software Development,None,https://www.rootdata.com/Projects/detail/UD%20Blockchain?k=MTE2NTU%3D
CredShields,Security Solutions、Security Audit,None,https://www.rootdata.com/Projects/detail/CredShields?k=MTE2NDc%3D
Web3Api,Infra、Dev Platform、Blockchain API,None,https://www.rootdata.com/Projects/detail/Web3Api?k=MTE2NDQ%3D
BowledBWLD,Creator Economy,BNB Chain,https://www.rootdata.com/Projects/detail/Bowled?k=MTE2MzI%3D
MBD FinancialsMBD,Metaverse、E-commerce,None,https://www.rootdata.com/Projects/detail/MBD%20Financials?k=MTE2MjU%3D
MapMetricsMMAPS,DePIN,None,https://www.rootdata.com/Projects/detail/MapMetrics?k=MTE2MjM%3D
Tilted,Gaming、Game Platforms,None,https://www.rootdata.com/Projects/detail/Tilted?k=MTE2MDM%3D
Miner ArenaMINAR,Gaming,BNB Chain,https://www.rootdata.com/Projects/detail/Miner%20Arena?k=MTE1ODQ%3D
LinkTo,Tools、Marketing Solutions,None,https://www.rootdata.com/Projects/detail/LinkTo?k=MTE1NzI%3D
ArtradeART,NFT、NFT marketplace,Solana,https://www.rootdata.com/Projects/detail/Artrade?k=MTE1NzE%3D
AirDAOAMB,Infra、Layer1,None,https://www.rootdata.com/Projects/detail/AirDAO?k=MTE1Njg%3D
EvernodeEVR,Infra、Layer2,XRP Ledger,https://www.rootdata.com/Projects/detail/Evernode?k=MTE1NTM%3D
AxonDAOAXGT,Infra、Medical health,None,https://www.rootdata.com/Projects/detail/AxonDAO?k=MTE1MTY%3D
DeSciWorld,DeSci,None,https://www.rootdata.com/Projects/detail/DeSciWorld?k=MTE1MTE%3D
PsyDAO,DAO、DeSci,None,https://www.rootdata.com/Projects/detail/PsyDAO?k=MTE1MTA%3D
Mercury Layer,Infra、Layer2,Bitcoin,https://www.rootdata.com/Projects/detail/Mercury%20Layer?k=MTE1MDI%3D
Neodyme,Security Solutions、Security Audit,None,https://www.rootdata.com/Projects/detail/Neodyme?k=MTE0OTU%3D
Ducky CityDCM,Gaming,Base,https://www.rootdata.com/Projects/detail/Ducky%20City?k=MTE0ODQ%3D
EstateX,DeFi、RWA、Real Estate,None,https://www.rootdata.com/Projects/detail/EstateX?k=MTE0NTM%3D
Ethical FinanceETHI,DeFi、RWA、Real Estate,Polygon,https://www.rootdata.com/Projects/detail/Ethical%20Finance?k=MTE0NTI%3D
GraphLinq ChainGLQ,Infra、Layer1,None,https://www.rootdata.com/Projects/detail/GraphLinq%20Chain?k=MTE0NDg%3D
AR.IO network,Infra、Storage Network,None,https://www.rootdata.com/Projects/detail/AR.IO%20network?k=MTE0Mzg%3D
Januar,Infra、Payments,None,https://www.rootdata.com/Projects/detail/Januar?k=MTE0MzA%3D
Bad Kids,NFT,Stargaze,https://www.rootdata.com/Projects/detail/Bad%20Kids?k=MTE0Mjc%3D
NodeShift,Infra、Cloud Computing,None,https://www.rootdata.com/Projects/detail/NodeShift?k=MTE0MTQ%3D
My Lovely PlanetMLC,Gaming,Polygon,https://www.rootdata.com/Projects/detail/My%20Lovely%20Planet?k=MTEzODY%3D
NFTMart,NFT、NFT marketplace,Polkadot,https://www.rootdata.com/Projects/detail/NFTMart?k=MTEzNjY%3D
Mad Shield,Security Solutions、Security Audit,Solana,https://www.rootdata.com/Projects/detail/Mad%20Shield?k=MTEzNTY%3D
LibrePlex,DeFi,None,https://www.rootdata.com/Projects/detail/LibrePlex?k=MTEzMzg%3D
Acria.AIACRIA,Infra、AI,None,https://www.rootdata.com/Projects/detail/Acria.AI?k=MTEzMzE%3D
CodeXchainCDX,AI,None,https://www.rootdata.com/Projects/detail/CodeXchain?k=MTEzMjQ%3D
Chainproof,DeFi、Insurance,None,https://www.rootdata.com/Projects/detail/Chainproof?k=MTEzMTk%3D
ExverseEXVG,Gaming、Shooting Games,None,https://www.rootdata.com/Projects/detail/Exverse?k=MTEzMDk%3D
Watches.io,NFT、E-commerce,None,https://www.rootdata.com/Projects/detail/Watches.io?k=MTEzMDA%3D
Bright Moments,NFT、Digital Art,None,https://www.rootdata.com/Projects/detail/Bright%20Moments?k=MTEyOTU%3D
Dope WarsPAPER,Gaming、On-Chain Gaming,Ethereum,https://www.rootdata.com/Projects/detail/Dope%20Wars?k=MTEyODg%3D
Storm WarfareJAN,Gaming,Ethereum,https://www.rootdata.com/Projects/detail/Storm%20Warfare?k=MTEyODY%3D
Honeyland,Gaming,None,https://www.rootdata.com/Projects/detail/Honeyland?k=MTEyNzU%3D
Cornucopias Game,Gaming,None,https://www.rootdata.com/Projects/detail/Cornucopias%20Game?k=MTEyMzk%3D
Sougen,NFT、Metaverse、NFT Collections,None,https://www.rootdata.com/Projects/detail/Sougen?k=MTEyMzc%3D
Snook,Gaming,"Polygon, Arbitrum",https://www.rootdata.com/Projects/detail/Snook?k=MTEyMzE%3D
iMe LabLIME,Tools、Trading robot,"Ethereum, Polygon, BNB Chain",https://www.rootdata.com/Projects/detail/iMe%20Lab?k=MTEyMjg%3D
Kreatorhood,NFT、NFT marketplace,Ethereum,https://www.rootdata.com/Projects/detail/Kreatorhood?k=MTEyMjU%3D
Sheepfarm,Gaming,None,https://www.rootdata.com/Projects/detail/Sheepfarm?k=MTEyMjQ%3D
Trend3,Tools、Marketing Solutions,None,https://www.rootdata.com/Projects/detail/Trend3?k=MTEyMjE%3D
StarBlock,NFT、NFT marketplace,"Ethereum, EthereumFair",https://www.rootdata.com/Projects/detail/StarBlock?k=MTEyMTE%3D
Dark FrontiersDARK,Gaming,BNB Chain,https://www.rootdata.com/Projects/detail/Dark%20Frontiers?k=MTEyMTA%3D
Bitmap Tech,Infra,Bitcoin,https://www.rootdata.com/Projects/detail/Bitmap%20Tech?k=MTEyMDk%3D
MCT,Tools,None,https://www.rootdata.com/Projects/detail/MCT?k=MTEyMDQ%3D
Supermoon,Incubator、Community,None,https://www.rootdata.com/Projects/detail/Supermoon?k=MTExOTg%3D
qiibee,Marketing Solutions、Loyalty Platform,None,https://www.rootdata.com/Projects/detail/qiibee?k=MTExOTc%3D
SAO Network,Infra、Storage Network,None,https://www.rootdata.com/Projects/detail/SAO%20Network?k=MTExODA%3D
CryptoUnity,Crypto Education,None,https://www.rootdata.com/Projects/detail/CryptoUnity?k=MTExNzc%3D
JumpTask,Tools、Task Platform、Marketing Solutions,None,https://www.rootdata.com/Projects/detail/JumpTask?k=MTExNTc%3D
Slice,E-commerce,Base,https://www.rootdata.com/Projects/detail/Slice?k=MTExMTU%3D
Opus,DeFi、Lending,StarkNet,https://www.rootdata.com/Projects/detail/Opus?k=MTExMTM%3D
Nodeasy,Staking Services,None,https://www.rootdata.com/Projects/detail/Nodeasy?k=MTExMDk%3D
Selini Capital,CeFi、Quantitative Trading、Market Makers,None,https://www.rootdata.com/Projects/detail/Selini%20Capital?k=MTExMDg%3D
Floorswap,NFT、NFTFi、NFT AMM,"Ethereum, BNB Chain, opBNB",https://www.rootdata.com/Projects/detail/Floorswap?k=MTExMDE%3D
Shred Spots,Social、Metaverse、AR,None,https://www.rootdata.com/Projects/detail/Shred%20Spots?k=MTEwNzI%3D
C4E,Infra、Layer1、DePIN,None,https://www.rootdata.com/Projects/detail/C4E?k=MTEwNjc%3D
Holium,Social、Social Communication,None,https://www.rootdata.com/Projects/detail/Holium?k=MTEwNjA%3D
WYZth,Infra、Layer1,None,https://www.rootdata.com/Projects/detail/WYZth?k=MTEwNDQ%3D
CryptoFees,Tools、Data & Analysis,None,https://www.rootdata.com/Projects/detail/CryptoFees%20?k=MTEwNDM%3D
NFTBoxes,NFT,None,https://www.rootdata.com/Projects/detail/NFTBoxes?k=MTEwMzM%3D
The Bitcoin Company,Payments,None,https://www.rootdata.com/Projects/detail/The%20Bitcoin%20Company?k=MTEwMjU%3D
Noah,DeFi、DEX,EOS EVM,https://www.rootdata.com/Projects/detail/Noah?k=MTEwMjI%3D
Serenity ShieldSERSH,Storage Application,None,https://www.rootdata.com/Projects/detail/Serenity%20Shield?k=MTEwMDM%3D
Rolla,Prediction market,Polygon,https://www.rootdata.com/Projects/detail/Rolla?k=MTA5OTk%3D
UniLayer Network,Infra、Layer1、Cross-Chain Communication,None,https://www.rootdata.com/Projects/detail/UniLayer%20Network?k=MTA5Nzc%3D
RIF On Chain,DeFi、Stablecoin Protocol,RSK,https://www.rootdata.com/Projects/detail/RIF%20On%20Chain?k=MTA5Njc%3D
0xEssential,NFT,None,https://www.rootdata.com/Projects/detail/0xEssential?k=MTA5NjM%3D
Star Network,Social,None,https://www.rootdata.com/Projects/detail/Star%20Network?k=MTA5NjA%3D
Merenti,Crypto Consulting,None,https://www.rootdata.com/Projects/detail/Merenti?k=MTA5Mzg%3D
The Root NetworkROOT,Infra、Layer2,None,https://www.rootdata.com/Projects/detail/The%20Root%20Network?k=MTA5MzQ%3D
Eagle Network,Mobile Mining、Infra、Layer1,None,https://www.rootdata.com/Projects/detail/Eagle%20Network?k=MTA5MzE%3D
Pob Studio,NFT、Studio,None,https://www.rootdata.com/Projects/detail/Pob%20Studio?k=MTA5MTQ%3D
GameGPTDUEL,Infra、Gaming Solutions,"Ethereum, BNB Chain",https://www.rootdata.com/Projects/detail/GameGPT?k=MTA5MTI%3D
CoPuppy,Gaming,BNB Chain,https://www.rootdata.com/Projects/detail/CoPuppy?k=MTA5MDY%3D
Gametaverse,Tools、Data & Analysis,None,https://www.rootdata.com/Projects/detail/Gametaverse?k=MTA5MDU%3D
ZooDAOZOO,DeFi,Arbitrum,https://www.rootdata.com/Projects/detail/ZooDAO?k=MTA5MDA%3D
EventsX,Metaverse,None,https://www.rootdata.com/Projects/detail/EventsX?k=MTA4OTY%3D
PLAYA3ULL GAMES,Gaming,None,https://www.rootdata.com/Projects/detail/PLAYA3ULL%20GAMES?k=MTA4OTM%3D
Creo EngineCREO,Gaming、Game Platforms,BNB Chain,https://www.rootdata.com/Projects/detail/Creo%20Engine?k=MTA4OTI%3D
BasementDAO,Crypto Marketing、Crypto Consulting,None,https://www.rootdata.com/Projects/detail/BasementDAO?k=MTA4ODM%3D
JuratJTC,Infra、Layer1,None,https://www.rootdata.com/Projects/detail/Jurat?k=MTA4ODI%3D
Bitlight Labs,RGB、Infra、Bitcoin Ecosystem,Bitcoin,https://www.rootdata.com/Projects/detail/Bitlight%20Labs?k=MTA4NzA%3D
Cryptohelper,Crypto Marketing,None,https://www.rootdata.com/Projects/detail/Cryptohelper?k=MTA4NjA%3D
Xircus,Infra、Dev Platform,"Ethereum, Polygon, BNB Chain",https://www.rootdata.com/Projects/detail/Xircus?k=MTA4NTU%3D
Purebet,Gaming、Gambling Games,None,https://www.rootdata.com/Projects/detail/Purebet?k=MTA4MTY%3D
NexaNEXA,Infra、Layer1、PoW,None,https://www.rootdata.com/Projects/detail/Nexa?k=MTA4MDM%3D
Taiga,DeFi、Synthetic Assets,"Polkadot, Kusama",https://www.rootdata.com/Projects/detail/Taiga?k=MTA4MDE%3D
ImmortalXIMTX,DeFi、Derivatives,Celo,https://www.rootdata.com/Projects/detail/ImmortalX?k=MTA3OTA%3D
Capscoin,Gaming,None,https://www.rootdata.com/Projects/detail/Capscoin?k=MTA3NzQ%3D
DMINTI,NFT、Digital Art,None,https://www.rootdata.com/Projects/detail/DMINTI?k=MTA3NjQ%3D
XBANKINGXB,Staking Services,"Ethereum, Polygon, BNB Chain",https://www.rootdata.com/Projects/detail/XBANKING?k=MTA3NTM%3D
Degenz,Tools,None,https://www.rootdata.com/Projects/detail/Degenz?k=MTA3NTE%3D
Soulcast,NFT、NFT solutions,None,https://www.rootdata.com/Projects/detail/Soulcast?k=MTA3NDY%3D
FMCPAYFMC,CeFi、CEX,None,https://www.rootdata.com/Projects/detail/FMCPAY?k=MTA3NDA%3D
UnboundUN,Metaverse Solutions,None,https://www.rootdata.com/Projects/detail/Unbound?k=MTA3Mzg%3D
Baby DogeBabyDoge,Meme,Ethereum,https://www.rootdata.com/Projects/detail/Baby%20Doge?k=MTA3MzQ%3D
BitagoXBIT,Loyalty Platform,None,https://www.rootdata.com/Projects/detail/Bitago?k=MTA3MjM%3D
Bitcoin Cats1CAT,Gaming、Game Platforms、Ordinals,"Bitcoin, Ethereum",https://www.rootdata.com/Projects/detail/Bitcoin%20Cats?k=MTA3MTg%3D
MoraSwap,DeFi、DEX,Neon,https://www.rootdata.com/Projects/detail/MoraSwap?k=MTA3MTE%3D
BloodLoop,Gaming、Shooting Games,Avalanche,https://www.rootdata.com/Projects/detail/BloodLoop?k=MTA2ODg%3D
SuperEx,CEX、CeDeFi,None,https://www.rootdata.com/Projects/detail/SuperEx?k=MTA2ODc%3D
KOKODI,Gaming、Shooting Games,None,https://www.rootdata.com/Projects/detail/KOKODI?k=MTA2ODU%3D
FuzionFUZN,DeFi、Debt Marketplace、OTC、Launchpad,Kujira,https://www.rootdata.com/Projects/detail/Fuzion?k=MTA2ODA%3D
Dot FinancePINK,DeFi、Yield aggregator,Moonriver,https://www.rootdata.com/Projects/detail/Dot%20Finance?k=MTA2NzQ%3D
Stronghold,Mining industry、Miner,None,https://www.rootdata.com/Projects/detail/Stronghold?k=MTA2Njc%3D
MRHB DeFi NetworkMRHB,DeFi,None,https://www.rootdata.com/Projects/detail/MRHB%20DeFi%20Network?k=MTA2NjM%3D
CheckDot Protocol,Security Solutions,None,https://www.rootdata.com/Projects/detail/CheckDot%20Protocol?k=MTA2NjE%3D
Zoomer News,Tools,None,https://www.rootdata.com/Projects/detail/Zoomer%20News?k=MTA2NTE%3D
Matterverse,Metaverse,None,https://www.rootdata.com/Projects/detail/Matterverse?k=MTA2NDk%3D
Web3mine,Infra,None,https://www.rootdata.com/Projects/detail/Web3mine?k=MTA2MzM%3D
Peccala,CeFi、Savings & Investment,None,https://www.rootdata.com/Projects/detail/Peccala?k=MTA2Mjc%3D
Nume,Infra、Payments,None,https://www.rootdata.com/Projects/detail/Nume?k=MTA2MjA%3D
Alkimi,Marketing Solutions,None,https://www.rootdata.com/Projects/detail/Alkimi?k=MTA2MTk%3D
Cables Finance,DeFi、Derivatives,"Avalanche, Stellar",https://www.rootdata.com/Projects/detail/Cables%20Finance?k=MTA2MDU%3D
Tonkeeper,Infra、Wallet,TON,https://www.rootdata.com/Projects/detail/Tonkeeper?k=MTA2MDI%3D
NeokiNIKO,Creator Economy,None,https://www.rootdata.com/Projects/detail/Neoki?k=MTA1ODk%3D
3mint,Tools、Loyalty Platform,None,https://www.rootdata.com/Projects/detail/3mint?k=MTA1NzI%3D
Match,Infra、Layer1,None,https://www.rootdata.com/Projects/detail/Match?k=MTA1Njk%3D
TMN GlobalTMNG,CeFi,None,https://www.rootdata.com/Projects/detail/TMN%20Global?k=MTA1Njg%3D
DimitraDMTR,DePIN,None,https://www.rootdata.com/Projects/detail/Dimitra?k=MTA1NjY%3D
Blockchain Foundation for Innovation & Collaboration BFIC,Infra、Layer1,None,https://www.rootdata.com/Projects/detail/Blockchain%20Foundation%20for%20Innovation%20%26%20Collaboration%20?k=MTA1NjU%3D
Realms.WorldLORDS,Gaming、On-Chain Gaming,None,https://www.rootdata.com/Projects/detail/Realms.World?k=MTA1NTc%3D
Heroes of NFTHON,Gaming、Card Games,Avalanche,https://www.rootdata.com/Projects/detail/Heroes%20of%20NFT?k=MTA1NTQ%3D
Birdeye,Tools、Data & Analysis,None,https://www.rootdata.com/Projects/detail/Birdeye?k=MTA1NTI%3D
Unblock Global,Mining industry,None,https://www.rootdata.com/Projects/detail/Unblock%20Global?k=MTA1NDY%3D
OATHOATH,DeFi,Ethereum,https://www.rootdata.com/Projects/detail/OATH?k=MTA1NDU%3D
Cashlink,Payments,None,https://www.rootdata.com/Projects/detail/Cashlink?k=MTA1Mzc%3D
DeBio NetworkDBIO,DeSci、Medical health,Near,https://www.rootdata.com/Projects/detail/DeBio%20Network?k=MTA1MjY%3D
Superful,NFT、NFT Tools,None,https://www.rootdata.com/Projects/detail/Superful?k=MTA1MTk%3D
The Bornless,Gaming,None,https://www.rootdata.com/Projects/detail/The%20Bornless?k=MTA1MTg%3D
SaitaChainSTC,Infra,None,https://www.rootdata.com/Projects/detail/SaitaChain?k=MTA1MTI%3D
Naffles,NFT,None,https://www.rootdata.com/Projects/detail/Naffles?k=MTA1MDk%3D
Rally Protocol,Infra、Dev Platform,None,https://www.rootdata.com/Projects/detail/Rally%20Protocol?k=MTA1MDY%3D
